1.019475907087326050e-01,5.718325376510620117e-01,1.371714472770690918e-01,9.194015860557556152e-01,7.712858915328979492e-01,1.000000000000000000e+00
6.212117671966552734e-01,3.096048533916473389e-01,5.167949199676513672e-01,9.082678556442260742e-01,8.619609475135803223e-01,1.000000000000000000e+00
2.406614869832992554e-01,4.708821475505828857e-01,3.756133317947387695e-01,9.182879924774169922e-01,4.221541881561279297e-01,1.000000000000000000e+00
5.062058568000793457e-01,5.394643545150756836e-01,2.762202620506286621e-01,9.372831583023071289e-01,5.290597677230834961e-01,1.000000000000000000e+00
4.397932291030883789e-01,6.561632156372070312e-01,1.419960111379623413e-01,9.650004506111145020e-01,3.446018695831298828e-01,1.000000000000000000e+00
1.444601863622665405e-01,5.092599391937255859e-01,6.269827485084533691e-01,9.269413948059082031e-01,2.914106249809265137e-01,1.000000000000000000e+00
5.985527634620666504e-01,6.385181546211242676e-01,2.522819042205810547e-01,9.580479264259338379e-01,8.445311188697814941e-01,1.000000000000000000e+00
6.941513419151306152e-01,6.139013171195983887e-01,1.994763463735580444e-01,9.329860806465148926e-01,8.209409117698669434e-01,1.000000000000000000e+00
2.646735906600952148e-01,4.414918422698974609e-01,1.489911675453186035e-01,9.214496612548828125e-01,2.568530440330505371e-01,1.000000000000000000e+00
4.881146252155303955e-01,4.669595360755920410e-01,6.567485332489013672e-01,9.430789947509765625e-01,7.446920871734619141e-01,1.000000000000000000e+00
7.335486412048339844e-01,4.228387475013732910e-01,1.750683784484863281e-01,9.687815308570861816e-01,3.804864287376403809e-01,1.000000000000000000e+00
3.589763045310974121e-01,5.704736113548278809e-01,1.900899410247802734e-01,9.446309804916381836e-01,7.974641323089599609e-01,1.000000000000000000e+00
5.059011578559875488e-01,4.050612747669219971e-01,1.629406213760375977e-01,9.594213962554931641e-01,6.585695147514343262e-01,1.000000000000000000e+00
1.651266217231750488e-01,1.879682391881942749e-01,2.054499834775924683e-01,9.352556467056274414e-01,4.555646777153015137e-01,1.000000000000000000e+00
2.301354706287384033e-01,2.481063008308410645e-01,1.914130449295043945e-01,9.676273465156555176e-01,6.736640334129333496e-01,1.000000000000000000e+00
2.160313576459884644e-01,4.831610023975372314e-01,6.113891601562500000e-01,9.579390287399291992e-01,4.823116660118103027e-01,1.000000000000000000e+00
4.497351944446563721e-01,3.806574642658233643e-01,5.941063761711120605e-01,9.704579710960388184e-01,5.296903252601623535e-01,1.000000000000000000e+00
5.159762501716613770e-01,2.541388273239135742e-01,1.589735001325607300e-01,9.350298047065734863e-01,6.952446103096008301e-01,1.000000000000000000e+00
2.422905266284942627e-01,1.814606785774230957e-01,6.392222642898559570e-02,9.274371862411499023e-01,4.164676666259765625e-01,1.000000000000000000e+00
2.826048433780670166e-01,6.142150759696960449e-01,5.252175331115722656e-01,9.422774314880371094e-01,1.525828838348388672e-01,1.000000000000000000e+00
4.518019855022430420e-01,3.518244922161102295e-01,5.817298293113708496e-01,9.675948619842529297e-01,1.429415345191955566e-01,1.000000000000000000e+00
3.496873080730438232e-01,4.560508728027343750e-01,2.502012550830841064e-01,9.048286676406860352e-01,5.067533254623413086e-01,1.000000000000000000e+00
4.949125945568084717e-01,4.027590453624725342e-01,4.257449209690093994e-01,9.440349340438842773e-01,5.461512207984924316e-01,1.000000000000000000e+00
7.306835055351257324e-01,4.620498418807983398e-01,2.053685486316680908e-01,9.752826094627380371e-01,6.940240263938903809e-01,1.000000000000000000e+00
6.320099830627441406e-01,4.072600305080413818e-01,3.212648928165435791e-01,9.620042443275451660e-01,4.292573928833007812e-01,1.000000000000000000e+00
3.598424792289733887e-01,2.115676850080490112e-01,4.405388236045837402e-01,9.675474762916564941e-01,3.236104249954223633e-01,1.000000000000000000e+00
2.276643216609954834e-01,6.283534765243530273e-01,1.646789163351058960e-01,9.534913301467895508e-01,8.046931624412536621e-01,1.000000000000000000e+00
3.799497783184051514e-01,6.539112925529479980e-01,3.104752898216247559e-01,9.666427969932556152e-01,1.939401030540466309e-01,1.000000000000000000e+00
7.314912676811218262e-01,4.781727790832519531e-01,6.074252724647521973e-01,9.494382739067077637e-01,7.619256973266601562e-01,1.000000000000000000e+00
3.341872692108154297e-01,3.485122621059417725e-01,2.751907110214233398e-01,9.331359863281250000e-01,1.057527661323547363e-01,1.000000000000000000e+00
3.593298792839050293e-01,3.961205184459686279e-01,2.731426060199737549e-01,9.562772512435913086e-01,5.763503313064575195e-01,1.000000000000000000e+00
2.452117502689361572e-01,2.468862384557723999e-01,6.262777447700500488e-01,9.236647486686706543e-01,3.571026921272277832e-01,1.000000000000000000e+00
7.108820080757141113e-01,5.207891464233398438e-01,5.870438218116760254e-01,9.489603042602539062e-01,5.843512415885925293e-01,1.000000000000000000e+00
6.719080209732055664e-01,5.355135202407836914e-01,5.607568621635437012e-01,9.530669450759887695e-01,5.314568877220153809e-01,1.000000000000000000e+00
2.742755413055419922e-01,6.580525636672973633e-01,4.778387844562530518e-01,9.322953224182128906e-01,5.894227027893066406e-01,1.000000000000000000e+00
1.532342284917831421e-01,1.978006362915039062e-01,5.870864391326904297e-01,9.051487445831298828e-01,2.871938347816467285e-01,1.000000000000000000e+00
1.068654507398605347e-01,6.162599325180053711e-01,1.931753605604171753e-01,9.093998670578002930e-01,4.670745134353637695e-01,1.000000000000000000e+00
7.339249253273010254e-01,6.575277447700500488e-01,5.898382663726806641e-01,9.514900445938110352e-01,4.737727642059326172e-01,1.000000000000000000e+00
3.970549702644348145e-01,5.079670548439025879e-01,6.755742430686950684e-01,9.204677939414978027e-01,8.594033718109130859e-01,1.000000000000000000e+00
1.270156800746917725e-01,6.372602581977844238e-01,5.698221921920776367e-01,9.502782821655273438e-01,8.907051682472229004e-01,1.000000000000000000e+00
4.411863386631011963e-01,5.786779522895812988e-01,6.818526387214660645e-01,9.221822023391723633e-01,1.648665666580200195e-01,1.000000000000000000e+00
1.025849506258964539e-01,2.529442906379699707e-01,5.136357545852661133e-01,9.645442366600036621e-01,4.612803459167480469e-01,1.000000000000000000e+00
4.725806117057800293e-01,3.786223232746124268e-01,5.914007499814033508e-02,9.686908721923828125e-01,2.281841635704040527e-01,1.000000000000000000e+00
4.205964505672454834e-01,5.809698700904846191e-01,5.965149998664855957e-01,9.661226272583007812e-01,1.272601485252380371e-01,1.000000000000000000e+00
2.694505155086517334e-01,3.549304604530334473e-01,2.118953466415405273e-01,9.127366542816162109e-01,1.214159727096557617e-01,1.000000000000000000e+00
2.984122335910797119e-01,1.839120835065841675e-01,5.452294945716857910e-01,9.053791761398315430e-01,6.057023406028747559e-01,1.000000000000000000e+00
3.804937005043029785e-01,6.132749915122985840e-01,2.796898484230041504e-01,9.092381000518798828e-01,5.002977252006530762e-01,1.000000000000000000e+00
1.371775120496749878e-01,2.631161212921142578e-01,4.012237489223480225e-01,9.748913645744323730e-01,6.581225395202636719e-01,1.000000000000000000e+00
